0.923075,0.175225,-2.5335,0.13957,-211,1
3.27718,1.0167,-2.21084,0.49368,321,1
138.051,2.16655,-0.353838,0.49368,321,1
8.78176,2.13531,-0.397984,0.93957,-2112,0
9.29517,1.30074,-1.91327,0.13957,-211,1
2.8919,1.14304,-2.10937,0.49368,321,1
1.58761,-2.63334,0.118695,0.93957,2112,0
1.04821,-2.30746,0.00901723,0.93957,-2112,0
1.43497,-3.01207,-0.107806,0.13957,-211,1
1.27634,-3.50229,-0.239471,0.13957,211,1
3.08182,-3.93415,-0.409898,0.13957,-211,1
0.269672,-4.49789,-1.20999,0.13957,211,1
2.2185,-4.16851,0.20253,0.13957,-211,1
0.568166,-3.88665,0.933889,0.13957,211,1
0.721129,-4.38789,0.324772,0.13957,211,1
2.12008,-4.00895,0.203163,0.13957,-211,1
0.730926,-1.67677,2.3185,0.13957,-211,1
0.559297,-0.314568,-1.76091,0.13957,211,1
0.40628,0.642886,1.37651,0.13957,-211,1
0.41004,3.02449,1.19608,0.49368,321,1
0.0969319,4.96377,0.917548,0.49368,-321,1
0.132034,3.19955,0.0161162,0.13957,211,1
22.9687,0.987907,-2.52245,0.13957,211,1
9.69011,0.96033,-2.58009,0.13957,-211,1
8.6825,0.998762,-2.48721,0.13957,211,1
12.9872,0.9648,-2.53324,0.13957,211,1
11.2485,0.9999,-2.56043,0.13957,211,1
19.9836,0.955501,-2.52459,0.93827,-2212,1
0.454408,1.34056,-2.47543,0.13957,-211,1
1.89964,1.07846,-3.04831,0.49368,321,1
1.33696,1.24349,2.89812,0.49368,-321,1
1.68008,2.6757,-2.07543,0.13957,211,1
1.022,3.47579,-1.59943,0.93827,-2212,1
6.31641,1.58835,-0.272453,0.49368,-321,1
6.65542,1.67854,-0.14285,0.13957,211,1
5.60966,1.66558,-0.446336,0.13957,-211,1
0.289961,0.733212,-1.08639,0.13957,211,1
1.36056,1.18092,0.941451,0.93957,2112,0
1.33441,1.20952,1.49884,0.93957,-2112,0
0.469709,0.381684,1.27639,0.49368,321,1
1.05496,0.710912,1.41505,0.13957,-211,1
6.77547,0.751342,1.64546,0.13957,211,1
6.06794,0.87434,1.33133,0.13957,-211,1
3.993,0.788091,1.2835,0.13957,211,1
43.4665,0.894856,1.40257,0.93957,2112,0
34.0199,0.885226,1.42585,0.93957,-2112,0
18.0869,0.86558,1.40161,0.13957,-211,1
13.3144,0.930787,1.40335,0.13957,211,1
10.6623,0.919291,1.37162,0.13957,-211,1
16.4964,0.866114,1.41501,0.13957,211,1
13.4369,0.926713,1.48516,0.93957,-2112,0
10.8362,0.931757,1.43492,0.13957,-211,1
3.98261,0.89864,1.50798,0.49368,321,1
4.58525,0.82448,1.38454,0.49368,-321,1
2.26333,0.659115,1.62783,0.13957,-211,1
13.8305,0.630151,1.49206,0.13957,211,1
30.7699,0.660135,1.47112,0.13957,-211,1
15.3872,0.669512,1.47714,0.93827,2212,1
9.47892,0.610593,1.45607,0.93957,-2112,0
2.2568,0.501115,1.31877,0.49368,321,1
0.801633,0.308425,0.729491,0.13957,-211,1
1.84817,0.122364,1.13641,0.93957,2112,0
0.99891,-0.601657,-0.699518,0.93827,2212,1
0.949272,-1.34972,-1.09813,0.93957,-2112,0
0.999971,-2.92548,-3.11142,0.13957,-211,1
0.467801,0.359223,-0.0225164,0.13957,211,1
0.155464,3.80291,-0.516463,0.93957,2112,0
0.262832,2.89814,-2.87671,0.13957,211,1
0.575097,8.25439,0.63655,0.93827,2212,1
0.844178,-5.79474,-2.72624,0.13957,-211,1
0.3001,-5.4195,-0.873626,0.13957,211,1
0.948631,-5.9608,1.694,0.13957,-211,1
0.588812,-4.87631,2.71845,0.13957,211,1
0.436921,-5.27393,-2.182,0.13957,-211,1
0.4006,-4.1424,-3.11408,0.13957,211,1
0.26865,-3.57462,1.15216,0.13957,-211,1
0.839548,-0.581275,1.54686,0.13957,-211,1
0.910225,-1.2444,3.06448,0.93957,2112,0
0.882354,-0.223233,-2.79328,0.93957,-2112,0
0.562936,0.0575703,-1.64709,0.49368,321,1
1.71754,0.847949,-2.62399,0.93827,-2212,1
0.414016,1.14119,-1.84733,0.49368,-321,1
0.659785,0.42355,-2.33549,0.49368,321,1
0.591926,-1.91688,2.26322,0.13957,-211,1
0.825871,-2.29009,2.03444,0.13957,211,1
1.29646,-4.43682,-1.62873,0.13957,211,1
0.346673,-5.9004,-0.379842,0.93957,2112,0
0.540143,-5.5105,0.353836,0.49368,-321,1
0.0784562,-6.72796,2.83331,0.13957,211,1
0.609485,-4.74765,0.907157,0.13957,-211,1
0.855687,-4.16969,1.99842,0.49368,-321,1
0.917145,5.39333,2.679,0.13957,-211,1
1.37552,5.27734,-2.47014,0.13957,211,1
0.191842,6.49914,-1.02803,0.13957,-211,1
1.88193,5.45723,-2.52867,0.13957,211,1
0.591616,0.135598,2.28095,0.13957,211,1
0.481414,-0.561335,-2.31031,0.93957,2112,0
0.28606,-2.12159,0.998279,0.93827,-2212,1
0.429855,-1.31793,-3.01211,0.13957,211,1
0.911622,-2.26122,2.00241,0.93827,2212,1
1.1304,1.16888,-1.60936,0.13957,211,1
0.388151,0.664507,-2.60624,0.13957,-211,1
0.88691,2.15664,-0.16894,0.13957,211,1
9.53203,2.17563,-0.368238,0.13957,-211,1
9.57255,2.1902,-0.416668,0.49368,321,1
8.62153,2.14897,-0.462369,0.13957,-211,1
0.954733,-1.09915,0.555966,0.13957,211,1
3.51893,-1.4689,0.69827,0.49368,321,1
0.498126,-1.29694,0.272585,0.13957,-211,1
1.18806,-1.28262,0.329887,0.49761,130,0
0.927474,-4.09009,0.0629355,0.13957,-211,1
0.378951,-5.04602,-2.94741,0.13957,211,1
0.312947,-4.19105,-1.14107,0.13957,-211,1
0.27219,-4.7309,0.327523,0.13957,211,1
0.411398,-4.3878,2.55572,0.13957,-211,1
0.482609,-2.33435,-0.255897,0.13957,211,1
4.03271,1.01303,-2.57784,0.13957,-211,1
52.2985,0.984554,-2.5354,0.93957,2112,0
5.95167,0.980845,-2.51131,0.13957,-211,1
111.209,0.976552,-2.54695,0.49368,321,1
